DataYear,YearBuilt,Electricity(kBtu),PropertyGFATotal,TotalGHGEmissions,GHGEmissionsIntensity,BuildingAge,AvgFloorArea,ParkingRatio,NumberofFloors,PropertyGFAParking,BuildingType_Multifamily HR (10+),BuildingType_Multifamily LR (1-4),BuildingType_Multifamily MR (5-9),BuildingType_NonResidential,BuildingType_Nonresidential COS,BuildingType_Nonresidential WA,BuildingType_SPS-District K-12,Outlier_Low outlier
2016,2003,1733685.0,75214,43.98,0.58,13,25071.333333333332,0.0,3,0,False,False,False,False,False,False,True,False
2016,2005,2895105.0,134918,69.42,0.51,11,44972.666666666664,0.0,3,0,False,False,False,False,False,False,True,False
2016,1991,2295176.0,64414,16.0,0.25,25,32207.0,0.0,2,0,False,False,False,False,False,False,True,False
2016,1927,967866.0,92437,201.05,2.17,89,30812.333333333332,0.0,3,0,False,False,False,False,False,False,True,False
2016,1914,5732650.0,128766,57.21,0.44,102,18395.14285714286,0.0,7,0,False,False,False,True,False,False,False,False
2016,1913,2496056.0,107572,254.87,2.37,103,11952.444444444445,0.0,9,0,False,False,False,True,False,False,False,False
2016,1955,62197171.0,230880,433.6,1.88,61,15392.0,0.0,15,0,False,False,False,True,False,False,False,False
2016,1917,1191899.0,56617,50.52,0.89,99,14154.25,0.0,4,0,False,True,False,False,False,False,False,False
2016,2009,1555274.0,56745,59.63,1.05,7,9457.5,0.0,6,0,False,False,True,False,False,False,False,False
2016,2003,2675217.0,67920,23.8,0.35,13,16980.0,0.0,4,0,False,True,False,False,False,False,False,False
2016,2007,4528726.0,204961,226.06,1.1,9,68320.33333333333,0.0,3,0,False,False,False,False,False,False,True,False
2016,1973,1563366.0,76086,101.41,1.33,43,76086.0,0.0,1,0,False,False,False,True,False,False,False,False
2016,1927,18745441.0,190000,661.04,3.48,89,38000.0,0.20526315789473684,5,39000,False,False,False,True,False,False,False,False
2016,1961,6322533.0,122309,1060.13,8.67,55,30577.25,0.0,4,0,False,False,False,True,False,False,False,False
2016,1995,13788853.0,215476,639.39,2.97,21,71825.33333333333,0.0,3,0,False,False,False,False,False,False,False,False
2016,2003,13763542.0,254273,780.84,3.07,13,31784.125,0.15259189925788424,8,38800,False,False,False,True,False,False,False,False
2016,1980,10534370.0,69400,301.76,4.35,36,34700.0,0.0,2,0,False,False,False,False,True,False,False,False
2016,1900,3787933.0,62900,377.27,6.0,116,62900.0,0.0,1,0,False,False,False,True,False,False,False,False
2016,1914,887532.0,56500,44.22,0.78,102,14125.0,0.0,4,0,False,False,False,True,False,False,False,False
2016,2008,3785282.0,203504,26.39,0.13,8,50876.0,0.0,4,0,False,False,False,True,False,False,False,False
2016,1968,9788716.0,100734,68.24,0.68,48,33578.0,0.2653622411499593,3,26731,False,False,False,True,False,False,False,False
2016,1981,4286102.0,77662,68.19,0.88,35,19415.5,0.23826324328500426,4,18504,False,False,False,True,False,False,False,False
2016,1978,18246151.0,234000,149.27,0.64,38,19500.0,0.09311965811965812,12,21790,False,False,False,True,False,False,False,False
2016,1989,24755084.0,369996,172.58,0.47,27,14799.84,0.0,25,0,False,False,False,True,False,False,False,False
2016,1925,37497068.0,693450,398.19,0.57,91,69345.0,0.0,10,0,False,False,False,True,False,False,False,False
2016,1976,40839637.0,791396,313.3,0.4,40,23981.696969696968,0.0,33,0,False,False,False,True,False,False,False,False
2016,2000,27883939.0,747747,359.11,0.48,16,32510.739130434784,0.2742585393187803,23,205076,False,False,False,True,False,False,False,False
2016,1926,1357845.0,63409,170.51,2.69,90,6340.9,0.12233279187497043,10,7757,False,False,False,True,False,False,False,False
2016,1930,6736076.0,204790,100.26,0.49,86,12046.470588235294,0.14649152790663605,17,30000,False,False,False,True,False,False,False,False
2016,1916,3757005.0,73399,26.19,0.36,100,14679.8,0.0,5,0,False,False,False,True,False,False,False,False
2016,1969,8064399.0,265851,563.25,2.12,47,13292.55,0.12162451899748355,20,32334,False,False,False,True,False,False,False,False
2016,2009,26131643.0,758043,229.25,0.3,7,30321.72,0.30165571082379233,25,228668,False,False,False,True,False,False,False,False
